id,time,changetime,reporter,summary,status,owner,type,component
199,2005-07-25 14:31:55,2006-10-22 09:12:44,Steadicat,CharField should raise an exception when maxlength is not specified,closed,adrian,defect,Metasystem
200,2005-07-25 16:28:37,2007-05-20 18:48:27,Moof <moof@…>,Add a Decimal type and a Currency type,closed,adrian,enhancement,"Database layer (models, ORM)"
201,2005-07-25 17:52:28,2006-10-22 09:33:19,Steadicat,ImageField validation error,closed,adrian,defect,contrib.admin
202,2005-07-25 18:13:25,2006-10-07 06:36:04,Steadicat,Error when uploading image,closed,adrian,defect,Metasystem
203,2005-07-26 01:49:12,2007-07-03 16:04:41,sirpete@…,Tutorial 2 list_filter example needs another comma,closed,adrian,defect,Documentation
204,2005-07-26 01:57:17,2007-07-03 16:04:23,django@…,Inconsistent treatment of blank passwords for superusers,closed,adrian,defect,Tools
205,2005-07-26 02:24:34,2007-07-03 16:05:07,django@…,Can't log in from /admin/logout/,closed,adrian,defect,contrib.admin
206,2005-07-26 03:02:36,2006-10-07 15:44:40,django@…,"Referential integrity violation upon applying output of ""django-admin.py sqlclear"" after admin update",closed,adrian,defect,Tools
207,2005-07-26 06:28:40,2006-10-27 06:56:20,Mathieu Fenniak <mfenniak@…>,TimeFormat seconds function has unused second argument (w/ patch),closed,adrian,defect,Template system
208,2005-07-26 07:35:20,2007-09-14 08:12:29,anonymous,Allow the strings the cycle tag uses to contain spaces,closed,SmileyChris,enhancement,Template system
209,2005-07-27 03:16:56,2006-08-29 05:09:22,rklein@…,errors from tutorial 1,closed,jacob,defect,Documentation
210,2005-07-27 03:50:02,2006-10-16 08:33:12,anonymous,Some tables are unreadable due to white text on white background,closed,wilson,defect,*.djangoproject.com
211,2005-07-27 07:51:25,2007-01-17 14:12:17,jacob,[Patch] Remove edit_inline_type / edit_inline verbosity,closed,adrian,,Metasystem
212,2005-07-27 09:28:02,2007-07-03 16:04:42,jkocherhans@…,help_text is not displayed for ManyToManyField in the admin interface,closed,adrian,defect,contrib.admin
213,2005-07-27 09:57:31,2006-08-29 05:10:44,jkocherhans@…,error submitting empty times,closed,adrian,defect,contrib.admin
214,2005-07-27 11:20:23,2006-08-29 05:11:04,rmunn@…,[patch] Allow selecting individual fields in SQL SELECT statements via the models API,closed,adrian,enhancement,Metasystem
215,2005-07-27 13:26:28,2007-07-03 16:04:58,wgunadi@…,Need to generate postgresql tables WITHOUT OIDS by default,closed,adrian,defect,"Database layer (models, ORM)"
216,2005-07-27 18:54:56,2007-07-03 16:04:32,gch@…,sqlite3 broken post rev 329,closed,adrian,defect,Metasystem
217,2005-07-28 00:15:06,2005-07-28 07:52:01,mordaha@…,Multiple foreign keys to one table,closed,adrian,defect,Metasystem
218,2005-07-28 03:47:14,2013-02-23 06:40:51,fidothe,changing column sort order in admin interface doesn't change sort order,closed,adrian,defect,contrib.admin
219,2005-07-28 03:54:59,2007-07-03 16:05:04,fidothe,The change history for an object is recording changes with a 6-hour offset to the timestamp ,closed,adrian,defect,contrib.admin
220,2005-07-28 15:32:11,2007-07-03 16:04:50,elciof@…,List requirements,closed,jacob,defect,Documentation
221,2005-07-29 00:01:59,2006-10-22 09:09:18,paolo,Missing argument for ForeignKey in documentation,closed,jacob,defect,Documentation
222,2005-07-29 03:12:18,2007-07-03 16:05:19,mark.a.brand@…,"r335 - sqlite database wrapper produces numeric (none,none) for a float field ",closed,adrian,defect,"Database layer (models, ORM)"
223,2005-07-29 03:14:47,2007-07-03 16:05:03,Drew Amato <drewamato@…>,[PATCH] Breadcrumb navigation broken in admin documentation,closed,adrian,defect,contrib.admin
224,2005-07-29 07:43:02,2007-07-03 16:05:48,anonymous,AUTH_SESSION_COOKIE change,closed,adrian,defect,contrib.admin
225,2005-07-29 09:46:40,2007-07-03 16:05:02,gmilas@…,MS SQL Server via ADO,closed,adrian,defect,"Database layer (models, ORM)"
226,2005-07-29 12:29:45,2006-10-07 11:55:48,adam@…,MetaWeblog API Support,closed,adrian,enhancement,Core (Other)
227,2005-07-29 14:07:19,2007-07-03 16:04:53,hugo <gb@…>,sqlite and unicode problems,closed,adrian,defect,"Database layer (models, ORM)"
228,2005-07-29 14:27:45,2007-07-03 16:04:56,rmunn@…,[patch] Better handling of timezones,closed,adrian,enhancement,"Database layer (models, ORM)"
229,2005-07-29 15:21:58,2006-09-13 19:10:12,deric,Some images are linked-in externally in Admin interface,closed,adrian,defect,contrib.admin
230,2005-07-30 02:54:47,2007-01-17 14:12:17,alastair@…,FloatField with MySQL Backend fails silently,closed,adrian,defect,"Database layer (models, ORM)"
231,2005-07-30 04:24:37,2007-09-19 16:33:57,nesh <nesh [at] studioquattro [dot] co [dot] yu>,[patch] Make appropriate model fields honor max_length param,closed,donspaulding,defect,Metasystem
232,2005-07-30 04:28:38,2007-07-03 16:05:43,kd.,session example.,closed,jacob,defect,Documentation
233,2005-07-30 04:58:09,2006-10-16 07:53:52,nesh <nesh [at] studioquattro [dot] co [dot] yu>,Using ImageField without PIL,closed,adrian,,Core (Other)
234,2005-07-30 05:54:34,2005-09-25 15:33:47,nesh <nesh [at] studioquattro [dot] co [dot] yu>,Make simple cache thread-safe,closed,jacob,defect,Core (Cache system)
235,2005-07-30 09:36:51,2006-08-29 05:29:05,maurycy,meta.HashField(),closed,adrian,defect,Metasystem
236,2005-07-30 15:12:01,2007-07-12 03:06:11,maurycy,Add support for deleting cookies easily,closed,adrian,defect,Core (Other)
237,2005-07-30 15:26:01,2006-10-07 05:51:37,hugo <gb@…>,get_absolute_url doesn't show up right in admin,closed,adrian,defect,contrib.admin
238,2005-07-30 21:30:55,2007-01-17 14:12:17,cthier@…,Database tests fail with sqlite,closed,jacob,defect,"Database layer (models, ORM)"
239,2005-07-30 21:50:54,2006-11-04 08:47:17,maurycy,Initializing a model instance should not require fields with blank,closed,adrian,defect,Metasystem
240,2005-07-30 21:57:17,2007-07-03 16:05:12,maurycy,get_callback() improvements,closed,jacob,defect,Core (Other)
241,2005-07-31 13:02:32,2006-11-05 06:38:42,django@…,Add a django.contrib.markup app,closed,jacob,enhancement,Core (Other)
242,2005-07-31 18:28:37,2007-01-17 14:12:17,mmarshall,Traceback when viewing tag docs.,closed,jacob,defect,contrib.admin
243,2005-07-31 23:29:52,2007-07-03 16:05:16,maurycy,lack of ordering the get_list() params,closed,adrian,defect,Metasystem
244,2005-08-01 09:27:26,2005-08-02 13:00:29,rmunn@…,[patch] Make new get_values() function more forgiving of mistakes,closed,adrian,enhancement,Metasystem
245,2005-08-01 12:54:48,2008-04-26 19:50:16,adrian,Remove old ordering syntax,closed,nobody,defect,Metasystem
246,2005-08-01 21:05:48,2006-10-07 05:39:23,matt@…,Can't do circular ForeignKey relationships between classes,closed,adrian,defect,Metasystem
247,2005-08-02 07:19:20,2007-07-03 16:04:54,Eric Windisch,Webpage to list web hosts,closed,jacob,enhancement,*.djangoproject.com
248,2005-08-02 09:22:23,2007-07-03 16:04:51,Moof <moof@…>,"Add a ""addtopath"" command to django-admin.py",closed,adrian,enhancement,Core (Management commands)
249,2005-08-02 10:07:02,2007-07-03 16:05:15,espen@…,IRC nicks,closed,adrian,defect,*.djangoproject.com
250,2005-08-02 11:07:20,2007-03-26 03:42:03,jacob,Metasystem needs a BinaryField,closed,,enhancement,Metasystem
251,2005-08-02 12:41:21,2007-07-03 16:04:38,rmunn@…,"[patch] Add ""AND"" and ""OR"" clauses to the SQL query syntax",closed,hugo,enhancement,Metasystem
252,2005-08-02 13:27:31,2006-10-07 14:40:14,Matt Croydon,Update shared hosting FAQ,closed,anonymous,defect,*.djangoproject.com
253,2005-08-02 15:58:28,2006-10-07 06:51:57,gandalf@…,Admin add interface is looking for key that doesn't exist,closed,adrian,defect,contrib.admin
254,2005-08-02 23:37:28,2007-07-03 16:05:06,meburke@…,can't download the files,closed,jacob,defect,*.djangoproject.com
255,2005-08-03 11:36:44,2005-11-06 10:12:35,andreas@…,FileField doesn't work,closed,adrian,defect,contrib.admin
256,2005-08-03 11:38:51,2006-10-07 13:23:16,alastair@…,(patch) add ifequal template tag to set of default tags,closed,adrian,defect,Template system
257,2005-08-03 14:05:14,2007-07-03 16:05:06,adrian,Empty model modules shouldn't cause an error,closed,adrian,defect,Metasystem
258,2005-08-03 14:11:54,2006-08-29 05:52:12,andrew@…,Cannot create many-many relationships within the same table,closed,adrian,defect,"Database layer (models, ORM)"
259,2005-08-03 14:17:02,2007-07-03 16:05:14,andrew@…,Admin errors with edit_inline and foreign keys.,closed,adrian,defect,contrib.admin
260,2005-08-03 15:43:05,2006-10-07 09:21:15,jacob,ManyToMany fields need raw_id_admin,closed,adrian,defect,contrib.admin
261,2005-08-04 03:17:05,2005-10-23 18:32:03,hugo <gb@…>,the administrator with edit_inline should give ordering choices,closed,adrian,enhancement,contrib.admin
262,2005-08-04 03:20:39,2007-01-17 20:16:00,hugo <gb@…>,editable=False doesn't show in tables that are created with edit_inline=True,closed,adrian,defect,contrib.admin
263,2005-08-04 03:57:02,2006-10-07 07:12:04,hugo <gb@…>,inspectdb should give hint on the need to run sqlinitialdata,closed,adrian,defect,Tools
264,2005-08-04 04:04:34,2007-07-05 10:35:02,hugo <gb@…>,None,closed,adrian,enhancement,Contrib apps
265,2005-08-04 04:24:01,2007-11-13 08:35:45,hugo <gb@…>,Patch: RequiredIfOtherField and friends don't work with edit_inline,closed,nobody,defect,Core (Other)
266,2005-08-04 04:27:02,2006-10-13 12:47:51,hugo <gb@…>,Patch: a validator that matches against another list if some other field has a specific value,closed,adrian,enhancement,Core (Other)
267,2005-08-04 05:56:42,2007-01-17 14:12:17,hugo <gb@…>,"admin redirect when ""save and continue editing"" uses object.id",closed,adrian,defect,contrib.admin
268,2005-08-04 06:29:16,2006-10-27 12:58:53,hugo <gb@…>,Patch: new validator that validates one of many validators,closed,adrian,enhancement,contrib.admin
269,2005-08-04 06:30:32,2006-08-29 05:56:50,hugo <gb@…>,Patch: validator that matches against a regular expression,closed,adrian,enhancement,contrib.admin
270,2005-08-04 07:33:49,2007-01-17 14:12:17,hugo <gb@…>,Patch: edit_inline and default on fields don't work together,closed,adrian,defect,contrib.admin
271,2005-08-04 09:51:25,2006-10-27 08:09:16,brantley (deadwisdom@…,"""ManyToOneField"" seen in Model Reference should read ""ForeignKey""",closed,adrian,defect,Documentation
272,2005-08-04 11:07:08,2006-10-07 15:41:30,rodrigo74@…,Error while executing ,closed,adrian,defect,contrib.admin
273,2005-08-04 11:51:31,2007-07-03 16:05:34,dmh@…,[patch] Password salt and other algorithms support,closed,adrian,enhancement,Core (Other)
274,2005-08-04 14:13:50,2006-05-20 17:24:33,oubiwann@…,data model permissions are only being added to 'auth_permissions' if custom permissions are also defined ,closed,adrian,defect,Tools
275,2005-08-04 14:52:53,2006-10-31 09:50:58,jhernandez,Missing arg in django.core.validators.RequiredIfOtherFieldGiven introduced by changeset 403,closed,adrian,defect,Core (Other)
276,2005-08-04 23:07:58,2007-07-03 16:05:24,mr_little,[patch] new template tag 'strip' ,closed,adrian,,Template system
277,2005-08-04 23:51:30,2005-08-15 09:30:48,adrian@…,CommonMiddleware URL rewriting discards POST data,closed,adrian,defect,Core (Other)
278,2005-08-05 02:44:56,2007-07-03 16:04:53,huw@…,Problems saving objects with non-id primary key fields and SQLite database,closed,adrian,defect,"Database layer (models, ORM)"
279,2005-08-05 04:14:07,2007-07-03 16:05:10,garth@…,[patch] TemplateDoesNotExist on Windows,closed,adrian,defect,contrib.admin
280,2005-08-05 04:14:58,2006-10-27 06:57:35,anonymous,add _pre_delete and _post_delete hooks,closed,jacob,enhancement,Core (Other)
281,2005-08-05 13:25:51,2006-10-13 12:37:45,peter.havens@…,Improve e-mail address validation,closed,adrian,defect,Core (Other)
282,2005-08-05 13:26:54,2006-10-07 17:06:27,ksenia@…,Database is locked,closed,jacob,defect,*.djangoproject.com
283,2005-08-06 06:05:50,2006-06-11 18:34:45,garthk@…,templatetags/log.py breaks on AnonymousUser,closed,adrian,defect,Core (Other)
284,2005-08-06 08:39:23,2006-10-07 15:02:21,ali@…,Request for https access to the svn repository,closed,jacob,defect,*.djangoproject.com
285,2005-08-06 12:22:14,2011-09-28 09:12:16,rmunn@…,WSGIRequest should set request.path to full uri path,closed,mtredinnick,defect,HTTP handling
286,2005-08-07 19:28:09,2006-08-29 06:13:53,rmunn@…,[patch] Eliminate unintuitive behavior when using edit_inline with no core fields specified,closed,adrian,enhancement,Metasystem
287,2005-08-07 21:45:50,2006-11-05 12:01:24,emccoy@…,slugify description incorrect,closed,jacob,defect,Documentation
288,2005-08-07 22:55:46,2006-10-22 08:46:59,jens@…,Document custom template tags systyem,closed,jacob,enhancement,Documentation
289,2005-08-08 09:21:46,2011-07-07 21:19:57,brantley (deadwisdom@…,"[patch] more details with ""Please correct the errors below.""",closed,nobody,defect,contrib.admin
290,2005-08-08 17:40:53,2006-10-07 06:31:40,Matt Croydon,Typo in tutorial 4?,closed,jacob,,Documentation
291,2005-08-08 19:32:42,2006-10-07 15:50:00,anonymous,Installation problems,closed,adrian,defect,contrib.admin
292,2005-08-09 06:42:58,2007-07-03 16:05:32,elciof@…,"The page title in tutorial part 4 says ""part 3""",closed,jacob,defect,Documentation
293,2005-08-09 08:17:18,2007-07-03 16:05:12,espen@…,Typo in Tutorial 4,closed,jacob,defect,Documentation
294,2005-08-09 15:53:23,2005-11-08 17:02:08,Michael Twomey <micktwomey@…>,Use setuptools more aggressively for templates,closed,adrian,enhancement,Template system
295,2005-08-09 20:04:07,2007-07-03 16:04:58,Clint Ecker <clintecker@…>,[patch] Add reverse counter variables to template &#34;for loops&#34;,closed,adrian,defect,Core (Management commands)
296,2005-08-09 20:40:26,2007-07-03 16:04:59,rmunn@…,[patch] Typo in docs/model_api.txt,closed,jacob,enhancement,Documentation
297,2005-08-09 22:00:21,2007-07-03 16:05:07,adrian,Add &#34;--settings&#34; option to runtests.py,closed,adrian,defect,Tools
298,2005-08-10 05:32:57,2006-10-22 09:03:31,mr_little,Need impovement to POST.copy(),closed,adrian,enhancement,Core (Other)
299,2005-08-10 08:38:04,2007-07-03 16:06:08,gch@…,Slugify shouldn't remove hyphens,closed,adrian,defect,contrib.admin
300,2005-08-10 09:11:45,2006-10-07 11:08:14,henrik@…,ImportError in simple setup,closed,adrian,defect,Core (Other)
301,2005-08-10 10:51:43,2005-11-06 14:42:50,espen@…,Last update on Community page,closed,jacob,enhancement,*.djangoproject.com
302,2005-08-10 14:05:33,2006-10-07 05:51:04,Manuzhai,"object.save() doesn't update, re-inserts",closed,adrian,defect,contrib.admin
303,2005-08-10 15:53:39,2006-10-16 07:53:34,Boffbowsh,Error: got unexpected keyword argument when deleting object in admin interface,closed,adrian,defect,contrib.admin
304,2005-08-10 18:25:40,2006-10-16 07:55:25,Jason Huggins,Changes to auth.LogEntry in changeset [469] breaks Oracle backend.,closed,adrian,defect,"Database layer (models, ORM)"
305,2005-08-10 20:20:14,2006-10-07 09:12:24,scanner@…,sql code was not white space safe?,closed,adrian,defect,"Database layer (models, ORM)"
306,2005-08-10 21:53:35,2006-10-07 14:56:19,scanner@…,cached date time values have greater precision then ones retrieved from db causing issues,closed,adrian,defect,"Database layer (models, ORM)"
307,2005-08-11 06:44:10,2005-08-12 23:07:52,mordaha@…,"Use unicode strings u""bla-bla"" in SQL-queries for compatibility with national languages",closed,adrian,defect,Metasystem
308,2005-08-11 07:22:48,2006-10-07 07:53:12,nichyoung,Adding inline-edited related records during _post_save,closed,adrian,defect,contrib.admin
309,2005-08-11 12:09:33,2006-10-07 06:27:45,tjones@…,tables with 'class' in them translate to 'classs' messing up inserts,closed,adrian,defect,contrib.admin
310,2005-08-12 05:17:37,2007-07-03 16:05:12,mordaha@…,Auth bug in generic views ,closed,adrian,defect,Core (Other)
311,2005-08-12 08:13:00,2006-10-30 07:53:49,rmunn@…,[patch] Update defaulttags.py docstrings to match docs/templates.txt,closed,adrian,defect,contrib.admin
312,2005-08-12 09:18:41,2006-11-06 08:05:14,nichyoung,Adding images fails for edit-inline with width_field set,closed,adrian,defect,contrib.admin
313,2005-08-13 03:22:16,2010-02-22 01:42:16,ronan@…,PhoneNumberField should accept international format numbers,closed,adrian,defect,Internationalization
314,2005-08-13 12:56:25,2005-09-01 16:02:41,Boffbowsh,'name' option doesn't exist / not obvious in model reference,closed,jacob,defect,Documentation
